iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
4400,0.143398420949,0.352710825715,0.352152805104,0.793666666667,0.542,0.544666666667,591.156998961
4410,0.144404686654,0.352542786104,0.352564896746,0.791666666667,0.542,0.544,592.573375523
4420,0.144566899818,0.352233022361,0.353392548985,0.792666666667,0.542,0.544666666667,593.931343042
4430,0.143475743368,0.352447367684,0.353754547565,0.793,0.542,0.541333333333,595.300331196
4440,0.143501714104,0.352162000825,0.353090757382,0.793,0.544,0.541333333333,596.708888702
4450,0.143098614266,0.352418126643,0.353916419317,0.792666666667,0.544,0.542,598.139731621
4460,0.143002608504,0.352529436433,0.354010506291,0.793666666667,0.546,0.542,599.536907012
4470,0.143037804167,0.352655780145,0.353871157716,0.794333333333,0.546,0.542666666667,600.899380602
4480,0.143010571037,0.352923998255,0.354293639519,0.793333333333,0.544,0.542666666667,602.257993651
4490,0.142657375373,0.35312413317,0.354229596505,0.793333333333,0.544,0.541333333333,603.659348791
4500,0.143450775907,0.353294478052,0.354175854941,0.793333333333,0.542,0.541333333333,605.016074239
4510,0.14247355012,0.353172443002,0.354253333443,0.797,0.544,0.541333333333,606.394552557
4520,0.14371684628,0.353370286108,0.354711016802,0.796,0.542,0.541333333333,607.812767733
4530,0.143537834293,0.353596214607,0.354966933515,0.795,0.54,0.541333333333,609.179471642
4540,0.142509020086,0.353898322124,0.355038628002,0.795666666667,0.538,0.54,610.649795024
4550,0.142897141874,0.353776287028,0.355270710144,0.796,0.542,0.540666666667,612.038368741
4560,0.142024168951,0.353866383017,0.354823892803,0.795666666667,0.54,0.54,613.411613284
4570,0.142395328946,0.3539859409,0.354776822851,0.797333333333,0.54,0.539333333333,614.817566149
4580,0.143143045554,0.353991348353,0.354691382294,0.797,0.54,0.542666666667,616.189066893
4590,0.141944474193,0.354067656305,0.354614465665,0.799,0.542,0.542,617.605777283
4600,0.142323533989,0.354310998745,0.354808850864,0.798333333333,0.544,0.541333333333,619.003945859
4610,0.141884697881,0.354725069367,0.354823490345,0.796666666667,0.54,0.542,620.394249156
4620,0.141593055835,0.35470917659,0.354729928448,0.796666666667,0.54,0.543333333333,621.765801652
4630,0.141723405546,0.35471078142,0.354836779185,0.796666666667,0.542,0.542,623.136158296
4640,0.14145694645,0.354529182126,0.354821146854,0.798,0.54,0.543333333333,624.50779336
4650,0.142003383547,0.354298150383,0.355024162613,0.797333333333,0.54,0.542666666667,625.904630578
4660,0.141539823068,0.354222568804,0.354993866622,0.797,0.538,0.543333333333,627.317292771
4670,0.141385396993,0.35417969569,0.35504452901,0.797,0.536,0.542,628.744380233
4680,0.141689575048,0.354311390546,0.355198649836,0.796666666667,0.538,0.542,630.433680627
4690,0.141525881841,0.354216233087,0.355109250387,0.797666666667,0.536,0.542666666667,631.832862136
4700,0.141818215438,0.354231237095,0.35524866308,0.795666666667,0.536,0.542666666667,633.35519259
4710,0.142421019235,0.354455722884,0.355181119735,0.796333333333,0.536,0.542666666667,635.191269359
4720,0.142724126171,0.354325393134,0.355182615909,0.796,0.538,0.542,636.649883909
4730,0.141609397585,0.354402983211,0.355815727166,0.798,0.538,0.541333333333,638.556224327
4740,0.142898663924,0.356387424029,0.356270207554,0.795666666667,0.536,0.541333333333,641.015401051
4750,0.142418736295,0.356197185131,0.355863159823,0.795666666667,0.536,0.542666666667,644.15491936
4760,0.141904341779,0.353957430052,0.356261708692,0.796,0.54,0.540666666667,646.72915535
4770,0.141274641035,0.354003929388,0.356263445863,0.796333333333,0.538,0.539333333333,650.146893292
4780,0.141113403438,0.354287896239,0.356313048407,0.796333333333,0.538,0.538666666667,653.493791587
4790,0.141433275712,0.354241515062,0.356415813363,0.796,0.538,0.54,655.938598742
4800,0.142719834852,0.354188272919,0.35704842243,0.794333333333,0.538,0.537333333333,657.518736553
4810,0.141203421178,0.353545627624,0.356410078447,0.796666666667,0.544,0.540666666667,659.350799895
4820,0.141476768119,0.354042379005,0.356304232793,0.795333333333,0.54,0.539333333333,661.756962932
4830,0.141428679202,0.354108806048,0.355780319977,0.796,0.54,0.540666666667,663.670357172
4840,0.14092851072,0.356067680974,0.354943730917,0.797,0.538,0.542,665.742433756
4850,0.141536894394,0.356207964232,0.355063001681,0.796333333333,0.538,0.542,667.320246236
4860,0.141767178834,0.356246753775,0.355255677767,0.796666666667,0.536,0.540666666667,669.147380002
4870,0.140761131013,0.356162990851,0.355222818879,0.797,0.54,0.543333333333,670.872105554
4880,0.141404294536,0.356193169494,0.355238044848,0.797666666667,0.538,0.542666666667,673.189318934
4890,0.141347621229,0.356003923457,0.354551689346,0.797333333333,0.538,0.543333333333,675.958249881
4900,0.1417853967,0.356000881723,0.355313261868,0.798,0.54,0.542666666667,678.300086648
4910,0.141342552877,0.354049209188,0.355435230642,0.797666666667,0.54,0.541333333333,681.042219
4920,0.140774202558,0.354105156988,0.355675802644,0.798666666667,0.542,0.538666666667,682.910612191
4930,0.140737407743,0.353593703323,0.355330396805,0.798333333333,0.54,0.538,684.791936928
4940,0.140752964468,0.353905470662,0.355647644253,0.799,0.54,0.537333333333,686.490142006
4950,0.140113903391,0.353540843982,0.355440807465,0.801,0.538,0.537333333333,688.25738446
4960,0.139771223234,0.35382612831,0.355574820888,0.800333333333,0.54,0.535333333333,689.953313984
4970,0.140986273216,0.353712251549,0.355632404588,0.799666666667,0.538,0.536,691.699214039
4980,0.139755021453,0.35393799313,0.355399240172,0.800666666667,0.538,0.537333333333,693.523818226
4990,0.140026817005,0.355331768199,0.355369563039,0.800666666667,0.536,0.536666666667,695.157183851
5000,0.140089225364,0.355218100823,0.355113513728,0.800333333333,0.538,0.536666666667,696.804426006
5003,0.152477287431,0.353217900047,0.346947251787,0.779333333333,0.544,0.556666666667,697.293761718,optimal
0,0.794252188312,0.782058216906,0.77206939663,0.205666666667,0.218,0.228,0.154427532
10,0.511709817414,0.51638840633,0.524581528545,0.478333333333,0.472,0.462666666667,2.205757467
20,0.426118814851,0.469977603613,0.455462095726,0.517,0.472,0.496,3.860400306
30,0.37907720223,0.450744126661,0.430632651148,0.545666666667,0.464,0.494666666667,5.489894724
40,0.339132392673,0.418040921123,0.418647408001,0.572,0.486,0.492666666667,7.266920876
50,0.310639130572,0.402771225993,0.402214752521,0.594333333333,0.514,0.505333333333,9.03144689
60,0.29324454271,0.399229163054,0.394366995037,0.611666666667,0.504,0.516,10.649407884
70,0.283754075608,0.397094159359,0.39364170343,0.621333333333,0.51,0.509333333333,12.288742884
80,0.27375681836,0.390531697479,0.38782794138,0.630666666667,0.504,0.511333333333,13.974213552
90,0.267074347772,0.38763094065,0.385141448046,0.633333333333,0.512,0.514,15.638279397
100,0.261026609676,0.383288174746,0.381737282354,0.641,0.51,0.507333333333,17.322193919
110,0.253308036555,0.377573839569,0.376830856337,0.647666666667,0.514,0.515333333333,18.963002103
120,0.246284058265,0.378202681404,0.373298471561,0.654333333333,0.506,0.521333333333,20.664762337
130,0.242699996874,0.379957287211,0.371366815423,0.655333333333,0.502,0.524,22.539271079
140,0.23813035524,0.377661825387,0.370802724747,0.654333333333,0.504,0.526666666667,24.178194032
150,0.234300814721,0.377056418351,0.375188854681,0.662666666667,0.508,0.514666666667,25.885596534
160,0.229662478786,0.378568815054,0.376085703395,0.668666666667,0.506,0.513333333333,27.579625416
170,0.226375421156,0.377579910362,0.369998460574,0.673333333333,0.512,0.516,29.255415893
180,0.222553172391,0.374058895917,0.367379359751,0.682333333333,0.518,0.518,31.010561173
190,0.220612551446,0.372639564607,0.365128209237,0.685333333333,0.52,0.523333333333,32.670918974
200,0.216815564289,0.374186309725,0.361176305682,0.687666666667,0.518,0.533333333333,34.37793313
210,0.215512674894,0.374181950159,0.361767099485,0.693333333333,0.514,0.536,36.101409102
220,0.214876707161,0.371052301792,0.363208542686,0.689,0.512,0.524666666667,37.781382885
230,0.214690840769,0.37148423224,0.361322508352,0.687333333333,0.51,0.526,39.543292801
240,0.214284878207,0.36945865426,0.362208478096,0.689666666667,0.512,0.522666666667,42.533681351
250,0.215292691799,0.370522303359,0.362742465104,0.686666666667,0.506,0.524666666667,45.593921896
260,0.213028956287,0.372532100773,0.360161844627,0.69,0.512,0.527333333333,47.37381817
270,0.209596741385,0.370557138731,0.363064031901,0.692666666667,0.518,0.526666666667,48.996650269
280,0.207464961793,0.369484071247,0.364835844679,0.695666666667,0.5,0.525333333333,50.765209859
290,0.20648930974,0.365995297745,0.366782992682,0.693333333333,0.504,0.522666666667,52.432803209
300,0.204372833737,0.366014002676,0.366397810275,0.695666666667,0.512,0.524,54.142514843
310,0.202106435862,0.365383523718,0.362425810507,0.700333333333,0.508,0.524,55.831560817
320,0.202047037949,0.364773604882,0.360971690453,0.701333333333,0.508,0.526666666667,57.501251942
330,0.201180311065,0.36243095344,0.360731417024,0.707333333333,0.518,0.526,59.164375961
340,0.198933581577,0.362608878811,0.359083205347,0.711666666667,0.518,0.526666666667,60.787030282
350,0.197699458904,0.363686953976,0.357695787931,0.711666666667,0.514,0.526,62.488132739
360,0.197520850152,0.364945541769,0.358588361991,0.711666666667,0.514,0.528666666667,64.110218964
370,0.197902030695,0.363582351348,0.358083384988,0.712666666667,0.514,0.526666666667,65.795528843
380,0.195937601099,0.366098731402,0.35796538468,0.716333333333,0.514,0.528,67.496147351
390,0.195247821122,0.367117103697,0.357506918353,0.717,0.508,0.531333333333,69.1633085
400,0.195335661754,0.36517656048,0.356281762696,0.720333333333,0.51,0.529333333333,70.789589881
410,0.194436363371,0.362000111742,0.355041308895,0.720333333333,0.512,0.531333333333,72.476935513
420,0.193535100845,0.363036856264,0.352998174511,0.719,0.524,0.536666666667,74.180239254
430,0.202132081232,0.369437318638,0.358652210768,0.711666666667,0.51,0.53,75.816646459
440,0.190820394706,0.364162033289,0.354208176891,0.725333333333,0.516,0.532666666667,77.460965949
450,0.189650741131,0.3658608995,0.354176733985,0.726666666667,0.51,0.53,79.085311136
460,0.189464276128,0.367175444552,0.355326355087,0.727333333333,0.52,0.528,80.832458397
470,0.187910446201,0.367139398087,0.356267201267,0.729,0.502,0.532666666667,82.593936908
480,0.187070369282,0.362850924868,0.355969498375,0.728333333333,0.51,0.527333333333,85.273937952
490,0.187259319151,0.3587825843,0.358632321513,0.727666666667,0.514,0.523333333333,88.055864052
500,0.186781176455,0.356874801598,0.358574970563,0.728666666667,0.512,0.527333333333,90.884259645
510,0.185679360432,0.353248352301,0.359135997295,0.729333333333,0.518,0.531333333333,93.834844179
520,0.184334607524,0.35351051145,0.360101280454,0.731333333333,0.522,0.528666666667,96.592362197
530,0.184084890371,0.357005463419,0.359946167713,0.730333333333,0.516,0.530666666667,99.387788336
540,0.184205400586,0.36028773953,0.359844876311,0.729666666667,0.51,0.526666666667,101.388224879
550,0.18492123131,0.360655380529,0.360891197768,0.728,0.512,0.526,103.066183059
560,0.184810460043,0.363762120809,0.361789233189,0.729666666667,0.512,0.525333333333,104.734203866
570,0.184424765512,0.360916610707,0.362054073851,0.729,0.512,0.526666666667,106.436944251
580,0.183663872424,0.361022323223,0.360683886822,0.727333333333,0.51,0.529333333333,108.449558561
590,0.184720733588,0.359123376343,0.361278053693,0.726,0.522,0.530666666667,110.151911783
600,0.207092919594,0.361661638217,0.361997979028,0.695666666667,0.532,0.530666666667,111.790430982
610,0.34682531148,0.420568941447,0.428536716611,0.566333333333,0.494,0.484666666667,113.52260265
620,0.386679097249,0.438050443656,0.45408301494,0.542666666667,0.498,0.470666666667,115.273886602
630,0.34750011346,0.420504979192,0.419859113497,0.572333333333,0.494,0.496,117.025187933
640,0.321012721527,0.397134459023,0.413280752316,0.594333333333,0.512,0.49,118.687108595
650,0.300162455606,0.373282282713,0.402334645925,0.609666666667,0.52,0.498666666667,120.329853767
660,0.288014264996,0.368529815478,0.394773463503,0.61,0.534,0.493333333333,122.041804217
670,0.277183803571,0.359966400582,0.376977490181,0.620333333333,0.53,0.516,123.717596671
680,0.26484954264,0.358516708742,0.372911197142,0.632333333333,0.548,0.518666666667,125.370427365
690,0.255496546708,0.362317964429,0.365429562337,0.634666666667,0.542,0.528,127.069280739
700,0.247379145643,0.368325771648,0.363965201082,0.641,0.52,0.528,128.707648633
710,0.240512430476,0.361000034973,0.361843069143,0.649666666667,0.522,0.531333333333,130.352897702
720,0.232973340218,0.361095688973,0.355185435946,0.654,0.526,0.534,132.017332535
730,0.226413005609,0.361121795882,0.352837651109,0.664,0.526,0.533333333333,134.250231117
740,0.220685972053,0.359696896877,0.349376279032,0.673,0.532,0.529333333333,135.899777271
750,0.216100491224,0.355865091571,0.343477026459,0.679,0.538,0.54,137.625105289
760,0.212883620388,0.347983507921,0.340017413268,0.688666666667,0.54,0.546,139.314189188
770,0.209778956684,0.341286728905,0.335403114377,0.691666666667,0.56,0.556,140.958280729
780,0.207643712165,0.343661118057,0.333589802771,0.698,0.55,0.556666666667,142.625496002
790,0.204738931496,0.338377895732,0.335434961743,0.701666666667,0.54,0.548666666667,144.345586693
800,0.203006443424,0.337001773004,0.334907464213,0.704666666667,0.546,0.548,146.04548698
810,0.202486264264,0.337396695998,0.3369384551,0.703666666667,0.55,0.546666666667,147.70784221
820,0.208405634216,0.339953445102,0.344332752811,0.697,0.554,0.536666666667,149.456019398
830,0.199253220173,0.340627469771,0.340344772367,0.708,0.546,0.546,151.147862409
840,0.197073229028,0.344730554809,0.337764558703,0.710666666667,0.544,0.552,152.83938937
850,0.195943039927,0.34484975485,0.3384008275,0.712666666667,0.546,0.546,154.475288127
860,0.194547835575,0.348278868952,0.338838831741,0.713333333333,0.542,0.552,156.104995878
870,0.194189055545,0.350270113399,0.337297547328,0.714666666667,0.548,0.549333333333,157.807714137
880,0.193385943069,0.349233322367,0.337755607559,0.714666666667,0.546,0.548666666667,159.372550432
890,0.19343279352,0.346401789094,0.340173150305,0.713333333333,0.54,0.548,161.068843414
900,0.193387953056,0.343396703127,0.340907302199,0.710333333333,0.556,0.546666666667,162.800461207
910,0.192965878105,0.345671254778,0.341665801089,0.707333333333,0.546,0.545333333333,164.493534436
920,0.191669171931,0.349622310309,0.342000056597,0.708666666667,0.54,0.544666666667,166.201597483
930,0.191774378907,0.351212026636,0.343231427488,0.708,0.544,0.544,167.990349452
940,0.191090624105,0.350519000148,0.343614470323,0.710333333333,0.54,0.546666666667,169.7163151
950,0.190023393003,0.348811447661,0.343402335462,0.715,0.54,0.544,171.390765928
960,0.189747083309,0.344110350632,0.340486548655,0.715666666667,0.546,0.548666666667,173.036804333
970,0.189821532557,0.344616590566,0.33980938944,0.713333333333,0.55,0.548,174.6984046
980,0.18908206041,0.345938857918,0.339420742013,0.713,0.548,0.548,176.624789647
990,0.189607018512,0.34623984636,0.338645614749,0.710333333333,0.55,0.546666666667,178.500225203
1000,0.192961454536,0.344840609589,0.340521097122,0.714666666667,0.56,0.547333333333,180.374188366
1010,0.259591622579,0.369440767808,0.365309741013,0.633666666667,0.52,0.533333333333,182.174332326
1020,0.270525421924,0.379559254549,0.370294469018,0.630666666667,0.516,0.528666666667,184.28830162
1030,0.29965544836,0.396346040558,0.394348876256,0.601333333333,0.508,0.511333333333,186.09143422
1040,0.284773550037,0.387477724434,0.386091903731,0.615333333333,0.52,0.522666666667,188.0310716
1050,0.269894465808,0.370608448562,0.371872469019,0.625,0.536,0.532666666667,189.994623629
1060,0.255480366638,0.354516833302,0.363580038729,0.640666666667,0.542,0.531333333333,191.943570238
1070,0.244738017756,0.342774942852,0.361632635589,0.650333333333,0.55,0.536666666667,193.832067708
1080,0.239230306302,0.336092225459,0.361130750218,0.654,0.564,0.532,195.790542408
1090,0.23413563283,0.335571486338,0.361025485236,0.661,0.56,0.529333333333,197.61691489
1100,0.228743680801,0.331203526994,0.359033652591,0.663666666667,0.562,0.528666666667,199.420559097
1110,0.222214645219,0.326206403799,0.354996105724,0.677333333333,0.572,0.533333333333,201.080427416
1120,0.220330387229,0.323147784601,0.351341622507,0.680666666667,0.568,0.530666666667,202.79931159
1130,0.216828688721,0.324465331616,0.345309700482,0.681666666667,0.562,0.541333333333,204.54088098
1140,0.214203004488,0.328856574282,0.342923843195,0.687333333333,0.558,0.544,206.216176051
1150,0.210775332601,0.331956567776,0.344110450041,0.691,0.556,0.542,208.018183516
1160,0.209132190582,0.332073848038,0.341713111388,0.688666666667,0.558,0.546,209.70577448
1170,0.209522802441,0.326253734362,0.340353091518,0.687666666667,0.57,0.544,211.398029144
1180,0.205794392212,0.324484670107,0.343837426339,0.690333333333,0.568,0.542,213.023650378
1190,0.204650963362,0.3254076314,0.344958845512,0.69,0.558,0.538,214.782229137
1200,0.205756190468,0.329078116842,0.344433555829,0.687333333333,0.556,0.540666666667,216.563505361
1210,0.206981286563,0.324397345642,0.343578732145,0.687333333333,0.556,0.538,218.244790751
1220,0.206010143819,0.321627900336,0.343863629894,0.689333333333,0.566,0.537333333333,219.949247676
1230,0.207531893787,0.323268883364,0.341519962758,0.687666666667,0.564,0.538666666667,221.644608312
1240,0.210100989854,0.323265822225,0.345280209095,0.687666666667,0.562,0.528,223.285344597
1250,0.20528691706,0.329033575312,0.339988414041,0.689666666667,0.56,0.536666666667,224.977175756
1260,0.205100004165,0.328727163174,0.339890870341,0.691333333333,0.554,0.54,226.711140608
1270,0.204530173473,0.331185851062,0.339946248543,0.691333333333,0.564,0.541333333333,228.39355271
1280,0.202017163273,0.328702646813,0.339068012983,0.692666666667,0.558,0.540666666667,230.134969607
1290,0.200617859657,0.327148423735,0.337944328994,0.695333333333,0.558,0.542666666667,231.828442245
1300,0.197855275079,0.326498325372,0.339408093727,0.696,0.56,0.545333333333,233.587292413
1310,0.197174399361,0.327780446608,0.339265562615,0.697666666667,0.556,0.544,235.258567339
1320,0.196153800519,0.332245527325,0.33872508433,0.705333333333,0.55,0.546666666667,237.119836782
1330,0.193641785897,0.332521966649,0.339471281472,0.708666666667,0.55,0.541333333333,238.892292071
1340,0.205256324459,0.338051117729,0.34893368539,0.698,0.55,0.535333333333,240.5532954
1350,0.192855961352,0.332704539065,0.34045227115,0.715666666667,0.554,0.540666666667,242.252509068
1360,0.193590012302,0.331861435093,0.339678140219,0.714,0.56,0.54,243.982420984
1370,0.192974081258,0.330295336466,0.338723294053,0.707666666667,0.56,0.542,245.658937981
1380,0.195806206184,0.329234994785,0.340805390924,0.707,0.566,0.541333333333,247.402629245
1390,0.195664064345,0.330514185365,0.339768013596,0.705666666667,0.56,0.542,249.203474043
1400,0.196276747057,0.322292669984,0.341366774907,0.704,0.57,0.537333333333,251.13162699
1410,0.192665898715,0.324461764491,0.342716346848,0.711666666667,0.564,0.544666666667,253.163807903
1420,0.191025684414,0.326364857376,0.340667985605,0.713333333333,0.564,0.542,255.102738914
1430,0.191965616709,0.329865539523,0.343502256386,0.713666666667,0.564,0.542,256.87694788
1440,0.198364926709,0.339165498693,0.34245020819,0.703666666667,0.548,0.544,258.721130127
1450,0.21697992412,0.35787632947,0.349270281899,0.680666666667,0.532,0.556666666667,260.514633104
1460,0.231121853992,0.353256138963,0.354881372619,0.662333333333,0.53,0.545333333333,262.393229547
1470,0.237051698724,0.358580099697,0.355431777527,0.654,0.522,0.541333333333,264.147649099
1480,0.230731693014,0.351918717156,0.355256446393,0.663333333333,0.538,0.538,265.860816735
1490,0.221932658708,0.345072596705,0.3532149158,0.678333333333,0.556,0.554,267.663180148
1500,0.218066965704,0.341809023885,0.351652179306,0.678333333333,0.554,0.547333333333,269.434899836
1510,0.213027558301,0.33757501215,0.349023303444,0.688333333333,0.546,0.545333333333,271.499033318
1520,0.207197307057,0.336660186372,0.345656667125,0.697333333333,0.556,0.549333333333,273.308304778
1530,0.205718167472,0.339916347968,0.343053118031,0.698333333333,0.536,0.548,275.093038973
1540,0.205820868811,0.337722991866,0.340262233941,0.699333333333,0.546,0.554666666667,276.876743244
1550,0.207106147327,0.340089569356,0.338097054171,0.697,0.544,0.556,278.494140881
1560,0.229561868782,0.344756018865,0.338356348603,0.670666666667,0.538,0.554666666667,280.247349568
1570,0.222071929107,0.34080840444,0.334627313663,0.674333333333,0.538,0.560666666667,282.107396694
1580,0.231932180153,0.352143309829,0.335501928235,0.665,0.524,0.552,283.825132027
1590,0.230445945344,0.350371155609,0.335088478071,0.667,0.532,0.555333333333,285.526796263
1600,0.22478831594,0.344632765974,0.333213254693,0.672333333333,0.534,0.553333333333,287.363038172
1610,0.216581565847,0.344599271611,0.333118858735,0.68,0.54,0.556666666667,289.140667186
1620,0.21821782504,0.340241287306,0.330565736821,0.680666666667,0.548,0.557333333333,290.937996726
1630,0.216006072408,0.34062489531,0.328641914222,0.682,0.546,0.558,292.665178374
1640,0.21331847596,0.33745805344,0.327023021642,0.682666666667,0.552,0.559333333333,294.426314757
1650,0.211442259515,0.335743268292,0.328362252277,0.687,0.556,0.562,296.29072731
1660,0.210318975452,0.339080411113,0.329798149945,0.692,0.544,0.559333333333,298.021485446
1670,0.209447498522,0.337025847602,0.328259656329,0.688,0.538,0.558666666667,299.886851674
1680,0.207113906076,0.336266986468,0.327721289507,0.69,0.548,0.558,301.698561453
1690,0.20781836917,0.337409523648,0.330806971556,0.692,0.558,0.554,303.4810596
1700,0.21841644778,0.339827762324,0.337428378343,0.685666666667,0.544,0.542666666667,305.216616943
1710,0.212678087789,0.337488157927,0.332088719304,0.686666666667,0.554,0.549333333333,306.90674973
1720,0.211304039891,0.339360638757,0.32951246224,0.688333333333,0.552,0.556,308.561494101
1730,0.216179369516,0.342363533371,0.330526063992,0.680666666667,0.552,0.555333333333,310.343837781
1740,0.235865781333,0.347744846313,0.342494323134,0.668333333333,0.53,0.552,312.015925745
1750,0.224308295313,0.342573196844,0.335297219695,0.675666666667,0.538,0.552,313.73093239
1760,0.240618276208,0.343635671938,0.350033244573,0.653,0.53,0.536,315.339681342
1770,0.235772172827,0.337901870967,0.344821819932,0.662666666667,0.542,0.547333333333,317.028764848
1780,0.231746684503,0.335562104379,0.344665230694,0.665333333333,0.56,0.542666666667,318.76291775
1790,0.238239252381,0.34166702344,0.34454983622,0.661333333333,0.546,0.542,320.391738585
1800,0.237798945498,0.340059338806,0.344526607316,0.665,0.556,0.552666666667,322.0836772
1810,0.228909765807,0.338441957546,0.34405552785,0.670333333333,0.556,0.548,323.759933853
1820,0.225866444864,0.338528950295,0.343294843888,0.677333333333,0.546,0.552,325.521772264
1830,0.221643325316,0.338356079107,0.341574365555,0.681333333333,0.554,0.548666666667,327.195666446
1840,0.216660840365,0.339855437274,0.338346393498,0.684333333333,0.546,0.552666666667,328.825666143
1850,0.216361092271,0.339490695846,0.337572837523,0.682666666667,0.542,0.547333333333,330.462838579
1860,0.214062501847,0.336561327034,0.336700530639,0.682333333333,0.548,0.554666666667,332.148495717
1870,0.213475028762,0.335405934713,0.333731637627,0.686,0.55,0.555333333333,333.834568063
1880,0.213069152724,0.334145379897,0.336712018227,0.69,0.544,0.550666666667,335.515542933
1890,0.213183469093,0.330213877668,0.336071581033,0.689666666667,0.546,0.555333333333,337.239945325
1900,0.212055660372,0.330491026456,0.338724963159,0.689,0.544,0.553333333333,339.013853652
1910,0.208535663961,0.329211365808,0.339124637131,0.696,0.548,0.548666666667,340.726183755
1920,0.208194382688,0.328616627743,0.336241074007,0.694333333333,0.542,0.55,342.411859459
1930,0.206360046394,0.328643541098,0.336587724917,0.694333333333,0.542,0.548666666667,344.142033302
1940,0.206081616651,0.327944594832,0.336522844767,0.697333333333,0.544,0.553333333333,345.781519611
1950,0.205660813264,0.329552122082,0.337081710287,0.698,0.542,0.556,347.540133927
1960,0.204661408075,0.3272888923,0.338255121351,0.696,0.548,0.548666666667,349.370208925
1970,0.203468559837,0.32612132341,0.336038164885,0.7,0.552,0.549333333333,351.156081292
1980,0.204235818468,0.327885414561,0.333881843368,0.698,0.548,0.550666666667,352.894494139
1990,0.206918993576,0.322007365794,0.335898198853,0.697,0.56,0.550666666667,354.64151498
2000,0.205965534292,0.322262860728,0.336898272536,0.696,0.562,0.550666666667,356.564441264
2010,0.204509971122,0.323663480281,0.336825919136,0.699333333333,0.556,0.550666666667,358.367319839
2020,0.203289630078,0.322098521885,0.335902412994,0.703333333333,0.566,0.554,360.17338419
2030,0.20208427993,0.322712818563,0.334857137106,0.700333333333,0.558,0.551333333333,362.133378297
2040,0.202198767325,0.322962942179,0.332106572593,0.701,0.562,0.558,363.961616657
2050,0.200328019899,0.321761986947,0.3323910289,0.701333333333,0.564,0.556,365.840590383
2060,0.200267070875,0.320112396297,0.330138189035,0.700333333333,0.564,0.56,367.630734154
2070,0.199782000814,0.31774732591,0.328817016914,0.700666666667,0.568,0.561333333333,369.315045712
2080,0.199684295357,0.317763768543,0.328784831495,0.700666666667,0.572,0.560666666667,371.055787052
2090,0.200875552697,0.320625056265,0.332005866883,0.700666666667,0.568,0.552,372.771840613
2100,0.198956001988,0.32216605471,0.331826608485,0.704,0.564,0.555333333333,374.497843004
2110,0.199141685057,0.322102105766,0.330181897062,0.705666666667,0.572,0.558666666667,376.241806071
2120,0.197906243098,0.322937145363,0.332366212917,0.704666666667,0.572,0.555333333333,378.010817218
2130,0.198847147989,0.326922100094,0.331387706434,0.705,0.562,0.559333333333,379.825672475
2140,0.20123983048,0.326373764529,0.330961077509,0.705,0.57,0.558,381.548485532
2150,0.198756452783,0.322416365099,0.330857977217,0.706,0.57,0.557333333333,383.213083922
2160,0.198009700738,0.323308738931,0.330658379575,0.705333333333,0.568,0.557333333333,384.992504146
2170,0.19828462393,0.323642547746,0.33171533625,0.706666666667,0.562,0.556666666667,386.725609345
2180,0.207750680428,0.323480475194,0.33104580267,0.699666666667,0.564,0.558,388.501601621
2190,0.280707521383,0.372087700787,0.357847031147,0.618,0.524,0.534666666667,390.320906851
2200,0.281421442612,0.355982933703,0.373456429518,0.623,0.532,0.51,392.140106599
2210,0.274595401589,0.348648280266,0.366146875241,0.625666666667,0.56,0.518666666667,393.831029115
2220,0.273953460254,0.354559139881,0.355620936663,0.628333333333,0.526,0.538666666667,395.565477126
2230,0.271902153807,0.355284267047,0.354480261246,0.632666666667,0.538,0.542,397.261860972
2240,0.26250266926,0.343519101458,0.346300583161,0.639666666667,0.552,0.547333333333,398.931883554
2250,0.259231116504,0.343331187902,0.341179475005,0.641,0.558,0.550666666667,400.72707937
2260,0.255742507246,0.338660546791,0.340685988175,0.642666666667,0.56,0.555333333333,402.448687491
2270,0.246713760543,0.331344290006,0.33729772849,0.653333333333,0.568,0.553333333333,404.180121576
2280,0.244159254301,0.32853605826,0.332590935011,0.653333333333,0.554,0.548,405.962462886
2290,0.238581948495,0.325287202766,0.332101668891,0.658,0.562,0.554,407.652436858
2300,0.233820862233,0.320073047865,0.333090565163,0.662,0.574,0.553333333333,409.367360937
2310,0.231852297074,0.320413276911,0.33299294122,0.667333333333,0.552,0.552,411.118008838
2320,0.228582532167,0.319635554868,0.334988852551,0.670666666667,0.56,0.545333333333,412.88100241
2330,0.226240258882,0.327552265114,0.334235018284,0.671,0.554,0.546666666667,414.63381011
2340,0.224371731732,0.325835571747,0.336856793237,0.675333333333,0.558,0.538666666667,416.508412085
2350,0.225277745989,0.32640512138,0.339405958076,0.667333333333,0.564,0.539333333333,418.482212402
2360,0.222550675577,0.331287077477,0.339402350339,0.675,0.554,0.537333333333,420.217593942
2370,0.221641194712,0.327193087502,0.333753135304,0.678333333333,0.552,0.545333333333,421.874745027
2380,0.219328853355,0.328944545511,0.332834280686,0.683666666667,0.55,0.546666666667,423.790766427
2390,0.219190405096,0.329421096859,0.334446037808,0.680333333333,0.546,0.546666666667,425.653068166
2400,0.217004867836,0.327131406435,0.332301592443,0.681666666667,0.56,0.549333333333,427.438680186
2410,0.217341177869,0.324802618556,0.333508547415,0.687,0.56,0.544666666667,429.157349447
